Rk,Players,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
511,Ben White,eng ENG,DF,Arsenal,25-121,1997,20,20,1593,17.7,0,2,2,0,0,0,4,0,0.3,0.3,1.1,1.4,37,139,46,0,0.11,0.11,0,0.11,0.02,0.06,0.08,0.02,0.08,Matches,35e413f1
512,Harvey White,eng ENG,MF,Tottenham,21-140,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,4d90ce8c
513,Neco Williams,wls WAL,DF,Nott'ham Forest,21-299,2001,21,13,1215,13.5,0,0,0,0,0,0,4,0,1,1,1.3,2.3,34,21,52,0,0,0,0,0,0.07,0.1,0.17,0.07,0.17,Matches,dd323728
514,Willian,br BRA,FW,Fulham,34-181,1988,15,13,1134,12.6,2,2,4,2,0,0,0,0,2.3,2.3,2,4.3,52,68,73,0.16,0.16,0.32,0.16,0.32,0.18,0.16,0.34,0.18,0.34,Matches,8b9ebd03
515,Joe Willock,eng ENG,MF,Newcastle Utd,23-170,1999,21,19,1564,17.4,2,2,4,2,0,0,1,0,3.3,3.3,3.4,6.7,56,70,86,0.12,0.12,0.23,0.12,0.23,0.19,0.2,0.39,0.19,0.39,Matches,a3b03921
516,Callum Wilson,eng ENG,FW,Newcastle Utd,30-344,1992,16,14,1128,12.5,7,3,10,6,1,1,3,0,7.9,7.1,1.5,8.5,20,13,75,0.56,0.24,0.8,0.48,0.72,0.63,0.12,0.74,0.56,0.68,Matches,c596fcb0
517,Harry Wilson,wls WAL,FW,Fulham,25-321,1997,13,3,347,3.9,0,0,0,0,0,0,1,0,1.1,1.1,0.1,1.2,7,13,32,0,0,0,0,0,0.27,0.03,0.31,0.27,0.31,Matches,c6dc9ecd
518,Yoane Wissa,cd COD,FW,Brentford,26-156,1996,21,9,917,10.2,4,2,6,4,0,0,2,0,3.3,3.3,2.2,5.4,12,19,62,0.39,0.2,0.59,0.39,0.59,0.32,0.21,0.53,0.32,0.53,Matches,2500cef9
519,Maximilian Wöber,at AUT,DF,Leeds United,25-002,1998,3,2,205,2.3,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,5,19,1,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches,4b803b3c
520,Chris Wood,nz NZL,FW,Nott'ham Forest,31-061,1991,2,2,146,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches,4e9a0555
521,Chris Wood,nz NZL,FW,Newcastle Utd,31-061,1991,18,4,446,5,2,0,2,1,1,1,0,0,1.8,1,0.3,1.3,1,4,23,0.4,0,0.4,0.2,0.2,0.37,0.06,0.43,0.21,0.27,Matches,4e9a0555
522,Joe Worrall,eng ENG,DF,Nott'ham Forest,26-027,1997,16,12,1167,13,0,0,0,0,0,0,5,0,0.2,0.2,0.5,0.7,3,40,0,0,0,0,0,0,0.02,0.04,0.05,0.02,0.05,Matches,a5212312
523,Granit Xhaka,ch SUI,MF,Arsenal,30-132,1992,20,20,1706,19,3,5,8,3,0,0,3,0,2.1,2.1,3.8,5.8,22,124,105,0.16,0.26,0.42,0.16,0.42,0.11,0.2,0.31,0.11,0.31,Matches,e61b8aee
524,Ryan Yates,eng ENG,MF,Nott'ham Forest,25-077,1997,18,16,1392,15.5,0,1,1,0,0,0,4,0,2.2,2.2,1.1,3.3,8,36,20,0,0.06,0.06,0,0.06,0.14,0.07,0.21,0.14,0.21,Matches,c1fe2a48
525,Ashley Young,eng ENG,DF,Aston Villa,37-212,1985,17,13,1192,13.2,1,0,1,1,0,0,3,0,0.2,0.2,0.8,1,16,67,28,0.08,0,0.08,0.08,0.08,0.02,0.06,0.07,0.02,0.07,Matches,be927d03
526,Wilfried Zaha,ci CIV,FWMF,Crystal Palace,30-088,1992,19,19,1661,18.5,6,2,8,6,0,2,3,0,5.1,3.3,2.4,5.7,54,45,171,0.33,0.11,0.43,0.33,0.43,0.27,0.13,0.4,0.18,0.31,Matches,b2bc3b1f
527,Denis Zakaria,ch SUI,MF,Chelsea,26-078,1996,4,4,286,3.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,6,4,2,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches,384d58d9
528,Jordan Zemura,zw ZIM,DF,Bournemouth,23-084,1999,15,13,1127,12.5,0,1,1,0,0,0,1,0,0.4,0.4,1.8,2.2,32,33,37,0,0.08,0.08,0,0.08,0.03,0.15,0.18,0.03,0.18,Matches,e8271ad9
529,Oleksandr Zinchenko,ua UKR,DF,Arsenal,26-053,1996,13,12,991,11,0,1,1,0,0,0,2,0,0.8,0.8,0.6,1.4,27,108,30,0,0.09,0.09,0,0.09,0.07,0.05,0.12,0.07,0.12,Matches,51cf8561
530,Hakim Ziyech,ma MAR,FWMF,Chelsea,29-324,1993,11,5,487,5.4,0,1,1,0,0,0,0,0,0.5,0.5,1.4,1.9,12,31,51,0,0.18,0.18,0,0.18,0.1,0.26,0.35,0.1,0.35,Matches,6622454d
531,Kurt Zouma,fr FRA,DF,West Ham,28-102,1994,15,15,1274,14.2,1,0,1,1,0,0,0,0,1.1,1.1,0,1.1,1,16,1,0.07,0,0.07,0.07,0.07,0.08,0,0.08,0.08,0.08,Matches,ce4246f5
